# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "16" "-s" "2" "-p" "-O" "-F" "SAF" "-a" "../pause_region_analysis/annotations/for_ratio/gene_body_regions.saf" "-o" "../pause_region_analysis/counts/genebody_counts_250down_tes.antisense.txt" "../tmp_forcounts//1_DW1_S10_L006.sorted.bam" "../tmp_forcounts//2_EW1_S11_L006.sorted.bam" "../tmp_forcounts//3_2D1_S12_L006.sorted.bam" "../tmp_forcounts//4_2E1_S13_L006.sorted.bam" "../tmp_forcounts//5_DW2_S14_L006.sorted.bam" "../tmp_forcounts//6_EW2_S15_L006.sorted.bam" "../tmp_forcounts//7_2D2_S16_L006.sorted.bam" "../tmp_forcounts//8_2E2_S17_L006.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../tmp_forcounts//1_DW1_S10_L006.sorted.bam	../tmp_forcounts//2_EW1_S11_L006.sorted.bam	../tmp_forcounts//3_2D1_S12_L006.sorted.bam	../tmp_forcounts//4_2E1_S13_L006.sorted.bam	../tmp_forcounts//5_DW2_S14_L006.sorted.bam	../tmp_forcounts//6_EW2_S15_L006.sorted.bam	../tmp_forcounts//7_2D2_S16_L006.sorted.bam	../tmp_forcounts//8_2E2_S17_L006.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam
NM_032236.8	chr1	21678297	21782899	-	104603	2120	2119	2524	2516	2372	2083	1562	1669	1097	1110	1050	854	2252	1620	2626	2304	1509	1361	2594	2563
NM_005529.7	chr1	21822243	21937060	-	114818	2679	2590	3821	3403	2856	2572	2516	2313	2003	2156	1963	1386	2869	2025	3841	3304	1989	1538	3964	3729
NM_017449.5	chr1	22711088	22921500	+	210413	3983	4347	8079	7271	4442	4010	4767	4771	2250	2211	2450	1859	3648	2652	3384	2838	2398	2177	3750	3782
NM_000864.5	chr1	23191894	23217252	-	25359	1021	1045	1609	1207	1172	1015	886	780	734	775	696	581	1292	926	926	858	980	912	907	920
NM_005826.5	chr1	23304687	23344034	-	39348	3695	3843	5105	4885	4152	4216	3281	3245	1227	1535	1378	1163	3512	2539	3748	3314	2622	2386	3999	4044
NM_017707.4	chr1	23428562	23483929	-	55368	808	682	1376	1168	734	633	806	788	484	443	475	346	641	585	818	675	449	429	674	731
NM_000147.5	chr1	23845076	23868040	-	22965	74	73	93	74	74	71	52	59	40	65	54	42	77	45	109	109	48	64	116	131
NM_001199013.2	chr1	24356998	24413532	-	56535	449	491	802	793	495	483	501	509	204	184	211	166	354	279	463	397	253	275	435	497
NM_013441.4	chr1	24503085	24541040	+	37956	397	425	885	809	486	401	502	524	192	206	154	203	450	357	458	408	280	252	437	477
NM_013943.3	chr1	24745696	24844321	+	98626	3283	3171	4523	4290	3673	3138	2829	2799	1179	1187	1241	1272	3056	2254	2834	2494	2218	1873	2992	3165
NM_004350.3	chr1	24899510	24930026	-	30517	464	759	772	1161	471	675	394	846	203	219	272	255	296	250	75	94	185	192	125	143
NM_016124.6	chr1	25272758	25330445	+	57688	27	26	40	42	33	39	26	31	2	1	7	9	10	4	10	4	6	4	3	5
NM_015627.3	chr1	25543855	25568886	+	25032	580	539	757	756	653	534	495	612	359	360	365	234	510	337	541	415	327	268	517	497
NM_020379.4	chr1	25617040	25784450	+	167411	209	270	299	375	245	221	189	266	60	76	102	97	142	103	212	149	124	96	258	270
NM_001099625.2	chr1	25820203	25832938	+	12736	413	519	577	639	490	496	340	408	282	326	273	249	453	308	461	379	364	341	451	427
NM_001039775.4	chr1	26321864	26353880	-	32017	102	110	168	135	136	109	110	101	62	76	92	64	147	128	212	197	129	98	291	291
NM_005517.4	chr1	26472689	26476642	+	3954	1230	1279	2035	1744	1247	1270	1289	1133	577	594	585	542	1129	822	1581	1468	888	777	1563	1530
NM_006015.6	chr1	26696264	26782104	+	85841	4529	4704	7356	6445	5211	4664	4544	4276	2409	2511	2223	1855	4341	3217	4930	4481	3076	2631	4906	4890
NM_001013642.3	chr1	26993941	27000886	+	6946	869	851	1437	1092	1028	784	853	748	505	580	436	398	766	532	1054	824	487	392	797	896
NM_003047.5	chr1	27098808	27154875	-	56068	906	1030	1256	1226	1009	947	864	790	539	579	426	381	752	588	748	689	550	468	731	724
NM_005281.4	chr1	27392871	27395814	+	2944	268	235	359	308	244	261	224	200	59	76	111	106	125	107	146	197	118	154	221	272
NM_177424.3	chr1	27773468	27824443	+	50976	584	611	764	881	658	689	476	632	266	333	338	274	585	482	577	485	472	420	703	633
NM_001990.4	chr1	27970343	28088360	-	118018	2004	2118	3012	2852	2406	2281	1902	1918	865	791	887	708	2073	1396	1930	1830	1489	1360	2260	2268
NM_001048183.3	chr1	28369989	28500364	+	130376	4612	4715	6942	5891	5063	4755	4030	3771	1712	1805	2006	1606	4157	3043	4294	3679	3161	2906	4508	4470
NM_017846.5	chr1	28553334	28578545	+	25212	703	782	943	1031	882	756	631	678	441	472	398	318	796	580	764	643	523	424	674	721
NM_001319674.2	chr1	28669033	28719353	+	50321	1835	2098	2417	2267	2173	1856	1452	1550	711	809	923	646	1523	1138	1591	1246	1116	1122	1553	1811
NM_000911.4	chr1	28812419	28871267	+	58849	262	193	419	324	338	208	278	266	44	53	61	68	96	66	52	53	74	69	67	37
NM_001376013.1	chr1	28914818	29120041	+	205224	1842	1871	2751	2300	1936	1819	1745	1554	739	725	945	702	2100	1590	1593	1286	1491	1338	1477	1530
NM_016011.5	chr1	29192656	29230684	-	38029	1012	1257	1436	1515	1157	1229	1001	939	558	605	562	542	906	640	993	823	706	681	1008	1067
NM_001020658.2	chr1	30931505	31065467	-	133963	6328	6558	8376	8544	7091	6769	5292	5495	2590	2610	2862	2354	5652	4213	6162	5320	4320	3822	6643	6563
NM_024522.3	chr1	31179744	31239637	-	59894	87	92	106	128	104	95	82	90	16	38	17	17	45	24	94	67	40	23	98	135
NM_016505.4	chr1	31297281	31364936	+	67656	701	938	1071	1259	868	862	730	719	399	429	403	375	785	571	901	802	564	452	969	864
NM_012316.5	chr1	32108305	32176563	+	68259	1782	1850	2309	2152	1933	1853	1533	1522	751	775	862	810	1687	1222	1692	1464	1256	1124	1751	1924
NM_018045.8	chr1	32364632	32394191	-	29560	1352	1426	1772	1555	1396	1334	1087	1012	672	657	822	546	1336	872	1228	1031	793	784	1113	1176
NM_178547.5	chr1	32620819	32650300	-	29482	849	872	1129	1126	1057	899	667	718	385	343	356	277	830	565	773	658	610	493	821	832
NM_020888.3	chr1	32742079	32774970	+	32892	3863	3502	6125	4876	4135	3413	3573	3459	2456	2653	2349	1981	3776	2604	3554	3035	2371	1966	3531	3726
NM_033504.4	chr1	32894594	32901139	-	6546	124	121	162	129	126	87	86	119	84	110	60	57	89	44	113	84	82	54	117	104
NM_001625.4	chr1	33007985	33036633	-	28649	1174	1563	1667	2095	1308	1595	1122	1284	651	710	714	602	1221	895	1401	1225	884	783	1714	1590
NM_018207.3	chr1	33145398	33181793	-	36396	668	602	737	716	721	591	421	412	239	269	331	264	471	372	543	355	289	238	453	472
NM_152493.3	chr1	33256741	33300719	+	43979	2337	2096	3793	2964	2545	2063	2355	2153	1210	1053	1040	820	1781	1249	1851	1668	1306	1189	1614	1806
NM_001385109.1	chr1	33323625	33430845	-	107221	5175	6030	5585	5857	5581	5722	3354	3633	1402	1600	2183	1771	3051	1922	3127	2597	2330	2073	4061	4002
NM_001134734.2	chr1	34177156	34219131	+	41976	149	161	315	292	206	178	185	194	85	78	53	38	95	73	116	70	57	56	67	64
NM_007167.4	chr1	34986164	35031695	-	45532	977	1115	1268	1227	1045	1097	683	836	398	413	423	329	932	690	829	800	703	687	893	961
NM_005095.3	chr1	35268958	35422058	+	153101	3514	3737	4914	4893	4086	3923	3066	3223	1398	1398	1545	1261	3434	2426	3587	3171	2361	2154	3683	3833
NM_024874.5	chr1	35433491	35557153	-	123663	2020	2338	2810	2755	2227	2222	1704	1690	903	828	939	850	1898	1340	2062	1866	1351	1249	2063	2079
NM_012199.5	chr1	35883458	35930532	+	47075	1799	1750	2222	2013	1917	1722	1355	1373	695	706	747	631	1441	1033	1373	1107	1005	944	1438	1469
NM_024852.4	chr1	35931354	36072500	+	141147	2696	2643	3461	3469	2919	2860	2244	2264	873	798	974	822	2417	1820	2267	1832	1650	1613	2605	2659
NM_001388490.1	chr1	36156409	36180849	+	24441	1389	1286	2084	1967	1477	1178	1260	1402	822	901	761	641	1183	762	1292	961	856	728	1214	1214
NM_001162530.2	chr1	36306617	36321347	+	14731	851	908	1017	918	963	862	645	733	367	374	428	297	590	516	615	505	415	349	535	620
NM_145047.5	chr1	36417905	36450201	-	32297	174	188	297	294	202	201	209	194	60	81	98	82	186	99	213	219	131	86	232	202
NM_000831.4	chr1	36795526	37034265	-	238740	58	40	101	119	73	38	53	60	3	2	12	7	7	11	21	15	16	3	45	37
NM_001242908.2	chr1	37611349	37634642	-	23294	9	24	17	58	16	16	6	31	0	9	4	11	5	2	11	4	3	7	34	50
NM_005540.3	chr1	37860696	37946803	-	86108	1054	1239	1469	1526	1386	1227	954	935	560	675	711	552	1305	983	1122	883	874	867	1174	1239
NM_017821.5	chr1	38885806	38941580	-	55775	51	47	141	142	56	41	68	82	1	29	15	10	40	28	51	50	32	40	44	26
NM_001394062.1	chr1	39204944	39487138	+	282195	10551	10342	12398	11406	12230	10314	7833	7079	3792	4019	4310	3617	9230	6714	8498	7145	6825	6307	8806	9421
NM_012421.4	chr1	40161636	40240921	+	79286	2634	2724	3489	3560	2994	2804	2256	2238	819	905	984	874	2326	1608	2492	2075	1746	1633	2762	2666
NM_014747.3	chr1	40620679	40665432	-	44754	620	575	1111	848	699	535	685	623	424	431	366	274	746	541	628	588	518	419	570	591
NM_014223.5	chr1	40691953	40771603	+	79651	5023	5382	6921	6554	5727	5685	4306	4330	2541	2631	2547	2273	5417	3804	6458	5534	4026	3480	6272	6018
NM_001394311.1	chr1	41027201	41242056	-	214856	5353	5266	7775	7330	5861	5226	4895	4598	1792	1662	1844	1542	4089	2938	3907	3322	2950	2629	3918	4040
NM_024503.5	chr1	41506364	41918672	-	412309	2750	3008	4479	3841	3066	2933	2643	2432	1250	1381	1495	1221	2389	1556	1276	1202	1657	1535	1707	1725
NM_014947.5	chr1	42176547	42334985	-	158439	5623	6011	7632	7603	6467	6465	4861	4473	1918	2084	2344	1963	5167	3804	5649	4754	3881	3573	5922	6256
NM_001395517.1	chr1	42463535	42657190	+	193656	879	909	1347	1258	938	893	795	777	317	303	377	385	801	544	731	585	504	468	661	654
NM_001378189.1	chr1	43172579	43254358	+	81780	510	529	867	662	510	514	472	342	343	307	291	257	478	359	463	434	338	424	525	502
NM_201542.5	chr1	43383916	43389550	-	5635	353	437	496	438	369	413	287	294	230	228	247	190	369	330	299	296	321	279	360	376
NM_006279.5	chr1	43707785	43931159	+	223375	4010	4177	6196	5932	4137	4347	3877	3867	1398	1419	1519	1374	3005	2107	3394	2945	2131	2016	3887	4013
NM_024066.3	chr1	44221069	44355007	-	133939	3052	3068	4559	4330	3227	3022	2810	2850	1657	1412	1382	1171	2718	1936	2681	2323	1911	1656	2725	2808
NM_018150.4	chr1	44405504	44651723	+	246220	3358	3424	4497	3780	3416	3208	2568	2501	1551	1480	1674	1121	2664	1833	2565	2314	2006	1788	2626	2762
NM_001145636.2	chr1	44674963	44725591	+	50629	769	704	1343	1084	827	651	773	716	262	269	285	283	600	413	454	355	399	292	405	456
NM_003738.5	chr1	44821937	44843003	-	21067	269	232	410	331	249	244	267	228	157	180	164	127	226	183	301	226	175	130	298	316
NM_020365.5	chr1	44850521	44986345	-	135825	712	725	1008	883	654	723	635	630	415	398	430	317	881	682	960	768	608	546	1025	1065
NM_007170.3	chr1	45343882	45490913	-	147032	749	699	1201	1167	816	659	805	811	295	312	306	254	701	425	557	530	484	429	629	641
NM_002482.4	chr1	45584290	45618893	+	34604	5375	5783	8627	7951	6087	5798	5633	4940	1585	1717	1956	1632	4006	2809	4792	4105	3153	2665	5011	5011
NM_005897.3	chr1	45698710	45750403	-	51694	797	900	1108	1185	965	978	775	820	351	362	399	315	737	632	688	791	586	584	792	830
NM_015112.3	chr1	45803861	46036122	+	232262	3735	4869	6010	6779	4348	5076	3685	4531	2128	2028	2438	2020	4302	3053	4367	3733	3060	2750	5197	4850
NM_003579.4	chr1	46248012	46278473	+	30462	1690	1621	2690	2595	1780	1680	1694	1705	578	628	672	433	1148	814	1730	1389	870	695	1556	1794
NM_001441.3	chr1	46394566	46413845	+	19280	71	78	107	109	78	70	72	80	44	62	57	22	91	56	80	55	60	76	54	76
NM_001394565.1	chr1	46632736	46668114	-	35379	805	894	1224	1141	929	890	750	635	430	475	438	308	843	547	959	773	582	531	964	999
NM_001194986.2	chr1	47760527	47997135	-	236609	6571	6167	4817	4979	7180	5969	2992	3027	1307	1349	1731	1467	2234	1648	3240	2680	1705	1447	3867	3948
NM_019073.4	chr1	48295372	48471954	-	176583	2213	2021	2748	2563	2515	2150	1781	1582	610	683	735	526	1545	1113	1398	1082	1157	945	1445	1379
NM_024603.4	chr1	48727518	48776641	-	49124	678	696	1117	978	774	687	643	617	307	306	365	364	538	371	667	508	405	320	639	533
NM_001144774.3	chr1	50109169	50203772	+	94604	49	53	103	103	75	63	64	84	10	7	11	7	32	29	14	6	20	7	12	18
NM_007051.3	chr1	50437027	50960017	-	522991	9365	9645	11406	11351	10440	10305	7285	6864	2946	3008	3236	2782	7919	5704	8920	7305	6039	5229	9104	9243
NM_001136508.2	chr1	51102477	51148086	+	45610	13	15	19	17	10	12	13	13	1	2	3	0	0	5	5	3	0	0	4	7
NM_014372.5	chr1	51236522	51273447	+	36926	1278	1255	1817	1708	1300	1220	1074	1015	639	659	676	616	1513	1081	899	814	1188	1000	966	1031
NM_024586.6	chr1	51617341	51789219	+	171879	2672	2750	3858	3445	3084	2762	2363	2147	1142	1043	1262	925	2655	1994	2462	2123	1951	1792	2420	2520
NM_015913.4	chr1	52020130	52054941	-	34812	1580	1622	2022	1970	1619	1593	1257	1413	625	697	709	609	1278	953	1406	1237	982	838	1427	1458
NM_004799.4	chr1	52142338	52346634	+	204297	1870	1941	2133	2092	1896	1932	1324	1294	751	793	880	754	1749	1404	1550	1298	1370	1186	1756	1745
NM_023077.3	chr1	52684448	52698097	-	13650	506	551	731	743	540	597	479	404	274	281	272	195	476	339	487	375	352	224	527	485
NM_024646.3	chr1	52726702	52827336	+	100635	1457	1663	2466	2362	1661	1670	1563	1441	708	625	724	545	1525	1164	1561	1370	1101	1014	1610	1571
NM_002979.5	chr1	52927525	53051698	+	124174	637	661	990	940	661	604	588	574	305	303	344	200	598	427	642	536	410	470	719	736
NM_153703.5	chr1	53062462	53085494	+	23033	21	17	20	44	18	22	7	21	4	5	12	8	14	8	8	12	10	5	13	9
NM_017887.3	chr1	53214098	53220384	-	6287	533	585	693	692	566	569	405	439	380	290	264	237	573	355	445	446	431	372	506	507
NM_001367484.1	chr1	53506238	53738914	-	232677	141	138	318	326	200	140	182	192	41	37	38	38	67	42	60	81	40	58	79	75
NM_018982.5	chr1	53851732	53889547	-	37816	385	490	561	588	497	479	406	403	239	239	263	192	396	264	399	330	312	238	411	401
NM_001353655.3	chr1	54132686	54152750	-	20065	38	30	83	52	32	35	34	33	7	7	15	4	25	25	19	9	14	34	19	19
NM_145716.4	chr1	54225431	54406144	-	180714	3406	3467	5180	4671	3755	3261	3099	3140	1968	2241	2235	1822	3434	2490	2891	2340	2316	2144	2939	3124
NM_001039464.4	chr1	54642035	54710266	+	68232	78	48	98	69	56	34	42	54	16	11	5	8	16	10	15	28	19	5	21	25
NM_001114108.2	chr1	54779711	54801073	-	21363	7	4	17	18	14	4	13	3	6	0	6	1	1	0	0	0	0	0	4	0
NM_174936.4	chr1	55039797	55064852	+	25056	4	7	6	6	4	6	6	5	0	0	1	0	3	1	1	0	0	1	1	0
NM_015306.3	chr1	55066358	55215114	-	148757	3121	3180	4465	4017	3494	3474	2664	2356	1290	1308	1459	1108	3199	2293	3527	2996	2378	2025	3631	3751
NM_001004303.5	chr1	56718788	56819154	-	100367	21	23	32	24	33	20	11	14	0	15	11	10	21	11	13	11	6	5	11	12
NM_000562.3	chr1	56855046	56918223	+	63178	23	12	40	23	45	12	21	15	1	0	2	0	1	1	0	2	0	1	1	0
NM_001365792.1	chr1	56994777	57423810	-	429034	734	776	1837	1491	837	779	1053	930	328	421	383	350	892	631	771	580	665	580	763	730
NM_018291.5	chr1	59297343	59762730	+	465388	1876	1892	3580	3274	2052	1988	2183	1955	873	769	882	757	1807	1227	1575	1377	1264	1132	1419	1573
NM_000775.4	chr1	59893307	59926523	-	33217	143	171	201	241	143	176	145	132	61	57	77	86	154	100	132	108	104	86	104	100
NM_152377.3	chr1	59990393	60073520	-	83128	36	27	37	32	43	26	22	15	14	5	0	0	6	2	15	11	3	8	11	14
NM_001134673.4	chr1	61082810	61462788	+	379979	3502	3721	5181	4853	4021	3916	3201	3239	1546	1509	1661	1452	3376	2347	5186	4270	2470	2447	5375	5563
NM_181712.5	chr1	62236164	62319184	-	83021	386	257	348	283	365	253	195	164	105	123	155	82	260	136	176	144	186	159	154	191
NM_001367561.1	chr1	62454725	62688136	-	233412	2568	2726	3609	3361	2860	2804	2201	2043	845	939	1035	855	2743	1997	2709	2224	1950	1800	2877	2724
NM_032437.4	chr1	63523774	63572693	+	48920	427	368	590	535	350	340	363	362	108	95	101	73	310	193	356	344	223	226	337	433
NM_001366232.2	chr1	64203872	64267368	+	63497	83	61	159	135	89	59	86	84	6	22	22	7	46	22	32	19	50	26	25	27
NM_020925.4	chr1	64470378	64693053	+	222676	4243	4386	5667	5043	4491	4777	3442	2981	2938	3152	3043	2521	7425	5083	3075	2471	4974	4633	2849	2814
NM_001366165.2	chr1	64745324	64833232	+	87909	1086	1127	1752	1505	1268	1109	1073	969	456	376	492	383	1094	853	1142	873	719	710	1106	1122
NM_002227.4	chr1	64833228	64966299	-	133072	2526	2463	2942	2606	2785	2515	1732	1746	1024	1125	1073	786	1901	1424	1629	1443	1376	1239	1761	1654
NM_001256864.2	chr1	65309792	65415871	+	106080	514	523	678	648	622	473	416	375	249	272	234	204	515	430	242	192	399	362	210	251
NM_002303.6	chr1	65420917	65641559	+	220643	3617	3312	5331	4337	3993	3460	3221	2679	1569	1701	1503	1333	3392	2367	3532	3126	2538	2386	3108	3019
NM_032291.4	chr1	66534402	66751139	+	216738	81	99	98	106	96	96	33	54	14	18	15	12	45	29	41	54	21	25	72	53
NM_024763.5	chr1	66812884	66924606	-	111723	474	503	669	687	511	508	440	405	208	223	189	171	434	265	418	319	269	289	364	428
NM_001077700.3	chr1	66925239	66988619	+	63381	2882	3234	4437	4236	3294	3182	2643	2569	1047	1073	1217	993	2737	1997	3043	2451	1997	1825	3081	3264
NM_144701.3	chr1	67166703	67259979	+	93277	11	14	26	21	17	11	8	15	3	0	4	0	0	1	3	2	0	3	1	0
NM_001374259.2	chr1	67308122	67398724	+	90603	20	14	53	26	30	26	37	17	0	4	3	1	11	12	10	3	13	7	12	14
NM_018841.6	chr1	67701474	67833217	-	131744	3960	4315	5116	4918	4376	4354	3099	2888	1532	1812	1794	1481	3666	2463	3892	3454	2599	2367	4136	4072
NM_001370785.2	chr1	69568171	70144364	+	576194	313	321	533	484	355	327	315	282	152	105	118	55	289	182	787	593	210	216	718	632
NM_198719.2	chr1	70970781	71047566	-	76786	47	40	71	81	51	29	53	34	12	5	6	10	23	14	23	9	9	16	25	14
NM_173808.3	chr1	71395942	72282289	-	886348	7882	9341	7858	7402	9057	9848	4601	4318	2426	2619	2749	2275	7689	5660	3725	3169	5868	5030	3826	3761
NM_001105659.2	chr1	74026014	74197926	-	171913	173	169	222	228	162	157	124	143	87	91	67	62	181	139	130	114	116	121	128	162
NM_001002912.5	chr1	74568122	74673542	-	105421	53	25	68	55	32	35	20	47	8	1	3	3	8	2	9	5	7	7	11	18
NM_001889.4	chr1	74705485	74732800	-	27316	137	168	207	200	190	147	132	124	99	80	83	64	205	146	191	143	95	98	155	126
NM_000016.6	chr1	75724958	75763679	+	38722	1008	997	1575	1422	1091	1042	930	881	339	396	422	357	889	650	927	759	639	551	839	846
NM_002440.4	chr1	75797131	75913242	+	116112	1432	1388	1811	1990	1395	1510	1207	1371	707	757	830	583	1202	885	1422	1166	892	808	1358	1241
NM_030965.3	chr1	76867729	77067546	+	199818	5778	5106	7419	5115	6424	5306	4335	3020	2758	2970	2624	2246	6196	4416	6639	5456	4392	4083	5105	5311
NM_005482.3	chr1	77088988	77219180	-	130193	710	762	1181	1195	831	722	833	721	362	362	312	284	740	585	934	740	478	486	830	886
NM_174858.3	chr1	77282268	77559966	+	277699	1098	897	1904	1403	1294	779	1093	773	421	469	321	240	969	626	1020	907	594	530	692	583
NM_201624.3	chr1	77695986	77759602	-	63617	1475	1301	1881	1876	1706	1427	1258	1132	434	518	518	464	1211	889	1256	1108	864	751	1268	1386
NM_001416120.1	chr1	77779898	77879540	+	99643	990	988	1234	1263	1130	1026	769	716	369	360	408	385	1054	747	983	776	749	725	1013	954
NM_017655.6	chr1	78046215	78138444	+	92230	78	47	73	73	53	56	43	41	28	11	23	17	35	35	33	21	29	24	62	62
NM_000959.4	chr1	78491223	78540701	+	49479	181	176	474	295	217	162	221	205	96	123	74	60	292	182	216	265	234	134	150	185
NM_022159.4	chr1	78889763	79006480	-	116718	292	272	350	342	302	302	263	235	39	92	49	37	184	177	166	138	204	148	179	143
NM_001366006.2	chr1	81801183	81993932	+	192750	2808	2903	4458	3464	3281	2889	2585	2223	974	950	1083	949	3005	2150	6270	5535	1996	1922	5790	6090
NM_182948.4	chr1	84144520	84238498	+	93979	1841	1669	1695	1419	1934	1795	1059	834	423	485	583	443	2052	1439	1500	1339	1495	1718	1496	1589
NM_021233.3	chr1	84398733	84415018	+	16286	4	8	26	12	15	13	13	11	0	3	5	2	14	8	7	0	7	10	3	3
NM_001397487.1	chr1	84506635	84567379	+	60745	296	293	462	492	325	337	329	276	100	94	109	103	275	203	219	219	188	185	264	292
NM_001166293.2	chr1	84643705	84690211	-	46507	984	904	1506	1357	1011	991	983	890	366	346	325	332	895	754	1158	980	649	578	1108	1021
NM_145172.5	chr1	85062576	85133138	+	70563	44	37	60	56	55	42	38	28	9	12	15	0	30	16	41	19	13	13	46	24
NM_032184.2	chr1	85156888	85200766	-	43879	1170	1321	1368	1483	1263	1399	830	965	441	509	527	428	1330	1004	1051	809	947	908	990	946
NM_012137.4	chr1	85318484	85464909	-	146426	3301	4134	3302	4020	3766	4352	2033	2432	1273	1333	1668	1391	3212	2296	2751	2347	2228	2033	3500	3426
NM_001366781.1	chr1	86346836	86396073	-	49238	1255	1338	1711	1668	1507	1361	1060	1089	450	557	436	490	1310	1024	1074	821	928	864	1088	1077
NM_004261.5	chr1	86862444	86913876	-	51433	1407	1459	1956	1847	1470	1599	1222	1164	579	556	544	422	1271	967	1269	961	971	844	1291	1335
NM_006256.4	chr1	88684522	88836255	+	151734	2799	3019	3797	3730	3135	3033	2295	2332	859	1041	972	902	2589	1924	2781	2313	1870	1646	2862	2692
NM_001514.6	chr1	88852632	88891317	-	38686	1105	1212	1484	1382	1205	1208	905	850	479	408	501	437	1062	760	915	892	756	689	1015	1100
NM_052942.5	chr1	89256188	89272610	-	16423	8	3	5	8	4	4	2	2	0	3	0	0	0	1	0	2	0	0	0	2
NM_032270.5	chr1	89633369	89719533	+	86165	689	813	1053	1009	851	795	576	561	242	240	229	181	575	425	717	562	453	442	757	765
NM_001134479.2	chr1	89821281	89936611	+	115331	885	906	1348	1212	1017	951	842	764	372	416	370	350	907	607	1090	915	641	500	1079	970
NM_201269.3	chr1	90915303	91021785	-	106483	5020	6277	6758	7851	5420	6747	4556	5056	1528	1583	2019	1521	4055	2839	4407	3820	3162	2793	5751	5540
NM_001017975.6	chr1	91260765	91404587	-	143823	89849	62020	65222	78777	117756	52450	53662	71056	10851	9792	10659	10113	9009	7418	7552	7430	6994	7387	7768	9591
NM_003243.5	chr1	91680342	91885901	-	205560	667	722	1055	1098	803	731	669	535	475	392	453	419	821	576	1203	1112	567	562	1196	1206
NM_207189.4	chr1	91949650	92014421	+	64772	26	20	30	37	21	13	15	16	3	2	6	0	12	8	2	0	12	7	8	2
NM_001376131.1	chr1	92080594	92184723	+	104130	864	722	927	821	822	798	616	490	285	256	288	187	524	376	527	339	379	427	436	421
NM_001350197.2	chr1	92508695	92784858	-	276164	2894	3017	2892	2662	3273	3110	1935	1657	1294	1369	1399	1113	3266	2454	2583	2281	2359	2084	2747	2752
NM_001006605.5	chr1	92842166	92961212	-	119047	1299	1243	2077	1570	1552	1298	1199	971	788	870	754	641	1969	1392	1557	1322	1407	1150	1316	1378
NM_001378204.1	chr1	93180973	93278730	+	97758	1758	1800	3058	2968	1912	1981	1932	1821	458	570	634	473	1630	1110	1882	1411	1056	968	2009	1904
NM_001164473.3	chr1	93448367	93554661	+	106295	1858	1768	2613	2515	1992	1998	1691	1564	655	724	791	647	1890	1344	1941	1621	1305	1195	1925	2214
NM_003567.4	chr1	93561740	93681587	-	119848	4252	4794	7007	6611	4679	4855	4405	4433	1547	1586	1906	1634	2985	2124	3248	3047	2214	2128	4043	4049
NM_000350.3	chr1	93992833	94120898	-	128066	625	607	729	693	641	642	456	382	212	171	293	201	371	319	858	800	332	356	885	818
NM_002858.4	chr1	94418638	94518663	+	100026	1404	1693	2157	2224	1683	1773	1339	1481	545	552	671	542	1355	1004	1448	1273	995	960	1893	1803
NM_144988.4	chr1	94974404	95072701	-	98298	1108	1045	1605	1493	1182	1128	945	866	383	440	380	299	935	689	995	839	731	584	970	1077
NM_152487.3	chr1	95117604	95197607	+	80004	804	1003	1408	1555	929	1130	826	984	457	412	493	409	1005	716	801	671	695	594	932	973
NM_021190.4	chr1	96722033	96815049	+	93017	3870	3820	5831	5379	4443	3869	3566	3393	971	1085	1202	944	2961	2267	3192	2661	2250	2092	3281	3353
